                                                                                                         Name                 Type                                                                                                                                                              Input Shapes                                                                                                          Output Shapes  Has Trainable Weights
                                                     Inception/Inception/Mixed_6e/Branch_2/Conv2d_0d_7x1/Relu                 Relu                                                                                                                                     [TensorShape([None, None, None, 96])]                                                                                  [TensorShape([None, None, None, 96])]                  False
                                                       Inception/Mixed_6e/Branch_2/Conv2d_0e_1x7/weights/read             Identity                                                                                                                                             [TensorShape([1, 7, 96, 96])]                                                                                          [TensorShape([1, 7, 96, 96])]                  False
                                                   Inception/Inception/Mixed_6e/Branch_2/Conv2d_0e_1x7/Conv2D               Conv2D                                                                                                        [TensorShape([None, None, None, 96]), TensorShape([1, 7, 96, 96])]                                                                                  [TensorShape([None, None, None, 96])]                  False
                                                Inception/Mixed_6e/Branch_2/Conv2d_0e_1x7/BatchNorm/beta/read             Identity                                                                                                                                                       [TensorShape([96])]                                                                                                    [TensorShape([96])]                  False
                                         Inception/Mixed_6e/Branch_2/Conv2d_0e_1x7/BatchNorm/moving_mean/read             Identity                                                                                                                                                       [TensorShape([96])]                                                                                                    [TensorShape([96])]                  False
                                     Inception/Mixed_6e/Branch_2/Conv2d_0e_1x7/BatchNorm/moving_variance/read             Identity                                                                                                                                                       [TensorShape([96])]                                                                                                    [TensorShape([96])]                  False
                                 Inception/Inception/Mixed_6e/Branch_2/Conv2d_0e_1x7/BatchNorm/FusedBatchNorm       FusedBatchNorm                                                         [TensorShape([None, None, None, 96]), TensorShape([96]), TensorShape([96]), TensorShape([96]), TensorShape([96])]      [TensorShape([None, None, None, 96]), TensorShape([96]), TensorShape([96]), TensorShape([96]), TensorShape([96])]                  False
                                                     Inception/Inception/Mixed_6e/Branch_2/Conv2d_0e_1x7/Relu                 Relu                                                                                                                                     [TensorShape([None, None, None, 96])]                                                                                  [TensorShape([None, None, None, 96])]                  False
                                                 Inception/Inception/Mixed_6e/Branch_3/AvgPool_0a_3x3/AvgPool              AvgPool                                                                                                                                    [TensorShape([None, None, None, 576])]                                                                                 [TensorShape([None, None, None, 576])]                  False
                                                       Inception/Mixed_6e/Branch_3/Conv2d_0b_1x1/weights/read             Identity                                                                                                                                            [TensorShape([1, 1, 576, 96])]                                                                                         [TensorShape([1, 1, 576, 96])]                  False
                                                   Inception/Inception/Mixed_6e/Branch_3/Conv2d_0b_1x1/Conv2D               Conv2D                                                                                                      [TensorShape([None, None, None, 576]), TensorShape([1, 1, 576, 96])]                                                                                  [TensorShape([None, None, None, 96])]                  False
                                                Inception/Mixed_6e/Branch_3/Conv2d_0b_1x1/BatchNorm/beta/read             Identity                                                                                                                                                       [TensorShape([96])]                                                                                                    [TensorShape([96])]                  False
                                         Inception/Mixed_6e/Branch_3/Conv2d_0b_1x1/BatchNorm/moving_mean/read             Identity                                                                                                                                                       [TensorShape([96])]                                                                                                    [TensorShape([96])]                  False
                                     Inception/Mixed_6e/Branch_3/Conv2d_0b_1x1/BatchNorm/moving_variance/read             Identity                                                                                                                                                       [TensorShape([96])]                                                                                                    [TensorShape([96])]                  False
                                 Inception/Inception/Mixed_6e/Branch_3/Conv2d_0b_1x1/BatchNorm/FusedBatchNorm       FusedBatchNorm                                                         [TensorShape([None, None, None, 96]), TensorShape([96]), TensorShape([96]), TensorShape([96]), TensorShape([96])]      [TensorShape([None, None, None, 96]), TensorShape([96]), TensorShape([96]), TensorShape([96]), TensorShape([96])]                  False
                                                     Inception/Inception/Mixed_6e/Branch_3/Conv2d_0b_1x1/Relu                 Relu                                                                                                                                     [TensorShape([None, None, None, 96])]                                                                                  [TensorShape([None, None, None, 96])]                  False
                                                                          Inception/Inception/Mixed_6e/concat             ConcatV2     [TensorShape([None, None, None, 96]), TensorShape([None, None, None, 96]), TensorShape([None, None, None, 96]), TensorShape([None, None, None, 96]), TensorShape([])]                                                                                 [TensorShape([None, None, None, 384])]                  False
                                                       Inception/Mixed_7a/Branch_0/Conv2d_0a_1x1/weights/read             Identity                                                                                                                                            [TensorShape([1, 1, 384, 96])]                                                                                         [TensorShape([1, 1, 384, 96])]                  False
                                                   Inception/Inception/Mixed_7a/Branch_0/Conv2d_0a_1x1/Conv2D               Conv2D                                                                                                      [TensorShape([None, None, None, 384]), TensorShape([1, 1, 384, 96])]                                                                                  [TensorShape([None, None, None, 96])]                  False
                                                Inception/Mixed_7a/Branch_0/Conv2d_0a_1x1/BatchNorm/beta/read             Identity                                                                                                                                                       [TensorShape([96])]                                                                                                    [TensorShape([96])]                  False
                                         Inception/Mixed_7a/Branch_0/Conv2d_0a_1x1/BatchNorm/moving_mean/read             Identity                                                                                                                                                       [TensorShape([96])]                                                                                                    [TensorShape([96])]                  False
                                     Inception/Mixed_7a/Branch_0/Conv2d_0a_1x1/BatchNorm/moving_variance/read             Identity                                                                                                                                                       [TensorShape([96])]                                                                                                    [TensorShape([96])]                  False
                                 Inception/Inception/Mixed_7a/Branch_0/Conv2d_0a_1x1/BatchNorm/FusedBatchNorm       FusedBatchNorm                                                         [TensorShape([None, None, None, 96]), TensorShape([96]), TensorShape([96]), TensorShape([96]), TensorShape([96])]      [TensorShape([None, None, None, 96]), TensorShape([96]), TensorShape([96]), TensorShape([96]), TensorShape([96])]                  False
                                                     Inception/Inception/Mixed_7a/Branch_0/Conv2d_0a_1x1/Relu                 Relu                                                                                                                                     [TensorShape([None, None, None, 96])]                                                                                  [TensorShape([None, None, None, 96])]                  False
                                                       Inception/Mixed_7a/Branch_0/Conv2d_1a_3x3/weights/read             Identity                                                                                                                                             [TensorShape([3, 3, 96, 96])]                                                                                          [TensorShape([3, 3, 96, 96])]                  False
                                                   Inception/Inception/Mixed_7a/Branch_0/Conv2d_1a_3x3/Conv2D               Conv2D                                                                                                        [TensorShape([None, None, None, 96]), TensorShape([3, 3, 96, 96])]                                                                                  [TensorShape([None, None, None, 96])]                  False
                                                Inception/Mixed_7a/Branch_0/Conv2d_1a_3x3/BatchNorm/beta/read             Identity                                                                                                                                                       [TensorShape([96])]                                                                                                    [TensorShape([96])]                  False
                                         Inception/Mixed_7a/Branch_0/Conv2d_1a_3x3/BatchNorm/moving_mean/read             Identity                                                                                                                                                       [TensorShape([96])]                                                                                                    [TensorShape([96])]                  False
                                     Inception/Mixed_7a/Branch_0/Conv2d_1a_3x3/BatchNorm/moving_variance/read             Identity                                                                                                                                                       [TensorShape([96])]                                                                                                    [TensorShape([96])]                  False
                                 Inception/Inception/Mixed_7a/Branch_0/Conv2d_1a_3x3/BatchNorm/FusedBatchNorm       FusedBatchNorm                                                         [TensorShape([None, None, None, 96]), TensorShape([96]), TensorShape([96]), TensorShape([96]), TensorShape([96])]      [TensorShape([None, None, None, 96]), TensorShape([96]), TensorShape([96]), TensorShape([96]), TensorShape([96])]                  False
                                                     Inception/Inception/Mixed_7a/Branch_0/Conv2d_1a_3x3/Relu                 Relu                                                                                                                                     [TensorShape([None, None, None, 96])]                                                                                  [TensorShape([None, None, None, 96])]                  False
                                                       Inception/Mixed_7a/Branch_1/Conv2d_0a_1x1/weights/read             Identity                                                                                                                                            [TensorShape([1, 1, 384, 96])]                                                                                         [TensorShape([1, 1, 384, 96])]                  False
                                                   Inception/Inception/Mixed_7a/Branch_1/Conv2d_0a_1x1/Conv2D               Conv2D                                                                                                      [TensorShape([None, None, None, 384]), TensorShape([1, 1, 384, 96])]                                                                                  [TensorShape([None, None, None, 96])]                  False
                                                Inception/Mixed_7a/Branch_1/Conv2d_0a_1x1/BatchNorm/beta/read             Identity                                                                                                                                                       [TensorShape([96])]                                                                                                    [TensorShape([96])]                  False
                                         Inception/Mixed_7a/Branch_1/Conv2d_0a_1x1/BatchNorm/moving_mean/read             Identity                                                                                                                                                       [TensorShape([96])]                                                                                                    [TensorShape([96])]                  False
                                     Inception/Mixed_7a/Branch_1/Conv2d_0a_1x1/BatchNorm/moving_variance/read             Identity                                                                                                                                                       [TensorShape([96])]                                                                                                    [TensorShape([96])]                  False
                                 Inception/Inception/Mixed_7a/Branch_1/Conv2d_0a_1x1/BatchNorm/FusedBatchNorm       FusedBatchNorm                                                         [TensorShape([None, None, None, 96]), TensorShape([96]), TensorShape([96]), TensorShape([96]), TensorShape([96])]      [TensorShape([None, None, None, 96]), TensorShape([96]), TensorShape([96]), TensorShape([96]), TensorShape([96])]                  False
                                                     Inception/Inception/Mixed_7a/Branch_1/Conv2d_0a_1x1/Relu                 Relu                                                                                                                                     [TensorShape([None, None, None, 96])]                                                                                  [TensorShape([None, None, None, 96])]                  False
                                                       Inception/Mixed_7a/Branch_1/Conv2d_0b_1x7/weights/read             Identity                                                                                                                                             [TensorShape([1, 7, 96, 96])]                                                                                          [TensorShape([1, 7, 96, 96])]                  False
                                                   Inception/Inception/Mixed_7a/Branch_1/Conv2d_0b_1x7/Conv2D               Conv2D                                                                                                        [TensorShape([None, None, None, 96]), TensorShape([1, 7, 96, 96])]                                                                                  [TensorShape([None, None, None, 96])]                  False
                                                Inception/Mixed_7a/Branch_1/Conv2d_0b_1x7/BatchNorm/beta/read             Identity                                                                                                                                                       [TensorShape([96])]                                                                                                    [TensorShape([96])]                  False
                                         Inception/Mixed_7a/Branch_1/Conv2d_0b_1x7/BatchNorm/moving_mean/read             Identity                                                                                                                                                       [TensorShape([96])]                                                                                                    [TensorShape([96])]                  False
                                     Inception/Mixed_7a/Branch_1/Conv2d_0b_1x7/BatchNorm/moving_variance/read             Identity                                                                                                                                                       [TensorShape([96])]                                                                                                    [TensorShape([96])]                  False
                                 Inception/Inception/Mixed_7a/Branch_1/Conv2d_0b_1x7/BatchNorm/FusedBatchNorm       FusedBatchNorm                                                         [TensorShape([None, None, None, 96]), TensorShape([96]), TensorShape([96]), TensorShape([96]), TensorShape([96])]      [TensorShape([None, None, None, 96]), TensorShape([96]), TensorShape([96]), TensorShape([96]), TensorShape([96])]                  False
                                                     Inception/Inception/Mixed_7a/Branch_1/Conv2d_0b_1x7/Relu                 Relu                                                                                                                                     [TensorShape([None, None, None, 96])]                                                                                  [TensorShape([None, None, None, 96])]                  False
                                                       Inception/Mixed_7a/Branch_1/Conv2d_0c_7x1/weights/read             Identity                                                                                                                                             [TensorShape([7, 1, 96, 96])]                                                                                          [TensorShape([7, 1, 96, 96])]                  False
                                                   Inception/Inception/Mixed_7a/Branch_1/Conv2d_0c_7x1/Conv2D               Conv2D                                                                                                        [TensorShape([None, None, None, 96]), TensorShape([7, 1, 96, 96])]                                                                                  [TensorShape([None, None, None, 96])]                  False
                                                Inception/Mixed_7a/Branch_1/Conv2d_0c_7x1/BatchNorm/beta/read             Identity                                                                                                                                                       [TensorShape([96])]                                                                                                    [TensorShape([96])]                  False
                                         Inception/Mixed_7a/Branch_1/Conv2d_0c_7x1/BatchNorm/moving_mean/read             Identity                                                                                                                                                       [TensorShape([96])]                                                                                                    [TensorShape([96])]                  False
                                     Inception/Mixed_7a/Branch_1/Conv2d_0c_7x1/BatchNorm/moving_variance/read             Identity                                                                                                                                                       [TensorShape([96])]                                                                                                    [TensorShape([96])]                  False
                                 Inception/Inception/Mixed_7a/Branch_1/Conv2d_0c_7x1/BatchNorm/FusedBatchNorm       FusedBatchNorm                                                         [TensorShape([None, None, None, 96]), TensorShape([96]), TensorShape([96]), TensorShape([96]), TensorShape([96])]      [TensorShape([None, None, None, 96]), TensorShape([96]), TensorShape([96]), TensorShape([96]), TensorShape([96])]                  False
                                                     Inception/Inception/Mixed_7a/Branch_1/Conv2d_0c_7x1/Relu                 Relu                                                                                                                                     [TensorShape([None, None, None, 96])]                                                                                  [TensorShape([None, None, None, 96])]                  False
                                                       Inception/Mixed_7a/Branch_1/Conv2d_1a_3x3/weights/read             Identity                                                                                                                                             [TensorShape([3, 3, 96, 96])]                                                                                          [TensorShape([3, 3, 96, 96])]                  False
                                                   Inception/Inception/Mixed_7a/Branch_1/Conv2d_1a_3x3/Conv2D               Conv2D                                                                                                        [TensorShape([None, None, None, 96]), TensorShape([3, 3, 96, 96])]                                                                                  [TensorShape([None, None, None, 96])]                  False
                                                Inception/Mixed_7a/Branch_1/Conv2d_1a_3x3/BatchNorm/beta/read             Identity                                                                                                                                                       [TensorShape([96])]                                                                                                    [TensorShape([96])]                  False
                                         Inception/Mixed_7a/Branch_1/Conv2d_1a_3x3/BatchNorm/moving_mean/read             Identity                                                                                                                                                       [TensorShape([96])]                                                                                                    [TensorShape([96])]                  False
                                     Inception/Mixed_7a/Branch_1/Conv2d_1a_3x3/BatchNorm/moving_variance/read             Identity                                                                                                                                                       [TensorShape([96])]                                                                                                    [TensorShape([96])]                  False
                                 Inception/Inception/Mixed_7a/Branch_1/Conv2d_1a_3x3/BatchNorm/FusedBatchNorm       FusedBatchNorm                                                         [TensorShape([None, None, None, 96]), TensorShape([96]), TensorShape([96]), TensorShape([96]), TensorShape([96])]      [TensorShape([None, None, None, 96]), TensorShape([96]), TensorShape([96]), TensorShape([96]), TensorShape([96])]                  False
                                                     Inception/Inception/Mixed_7a/Branch_1/Conv2d_1a_3x3/Relu                 Relu                                                                                                                                     [TensorShape([None, None, None, 96])]                                                                                  [TensorShape([None, None, None, 96])]                  False
                                                 Inception/Inception/Mixed_7a/Branch_2/MaxPool_1a_3x3/MaxPool              MaxPool                                                                                                                                    [TensorShape([None, None, None, 384])]                                                                                 [TensorShape([None, None, None, 384])]                  False
                                                                          Inception/Inception/Mixed_7a/concat             ConcatV2                                         [TensorShape([None, None, None, 96]), TensorShape([None, None, None, 96]), TensorShape([None, None, None, 384]), TensorShape([])]                                                                                 [TensorShape([None, None, None, 576])]                  False
                                                       Inception/Mixed_7b/Branch_0/Conv2d_0a_1x1/weights/read             Identity                                                                                                                                           [TensorShape([1, 1, 576, 192])]                                                                                        [TensorShape([1, 1, 576, 192])]                  False
                                                   Inception/Inception/Mixed_7b/Branch_0/Conv2d_0a_1x1/Conv2D               Conv2D                                                                                                     [TensorShape([None, None, None, 576]), TensorShape([1, 1, 576, 192])]                                                                                 [TensorShape([None, None, None, 192])]                  False
                                                Inception/Mixed_7b/Branch_0/Conv2d_0a_1x1/BatchNorm/beta/read             Identity                                                                                                                                                      [TensorShape([192])]                                                                                                   [TensorShape([192])]                  False
                                         Inception/Mixed_7b/Branch_0/Conv2d_0a_1x1/BatchNorm/moving_mean/read             Identity                                                                                                                                                      [TensorShape([192])]                                                                                                   [TensorShape([192])]                  False
                                     Inception/Mixed_7b/Branch_0/Conv2d_0a_1x1/BatchNorm/moving_variance/read             Identity                                                                                                                                                      [TensorShape([192])]                                                                                                   [TensorShape([192])]                  False
                                 Inception/Inception/Mixed_7b/Branch_0/Conv2d_0a_1x1/BatchNorm/FusedBatchNorm       FusedBatchNorm                                                    [TensorShape([None, None, None, 192]), TensorShape([192]), TensorShape([192]), TensorShape([192]), TensorShape([192])] [TensorShape([None, None, None, 192]), TensorShape([192]), TensorShape([192]), TensorShape([192]), TensorShape([192])]                  False
                                                     Inception/Inception/Mixed_7b/Branch_0/Conv2d_0a_1x1/Relu                 Relu                                                                                                                                    [TensorShape([None, None, None, 192])]                                                                                 [TensorShape([None, None, None, 192])]                  False
                                                       Inception/Mixed_7b/Branch_1/Conv2d_0a_1x1/weights/read             Identity                                                                                                                                           [TensorShape([1, 1, 576, 192])]                                                                                        [TensorShape([1, 1, 576, 192])]                  False
                                                   Inception/Inception/Mixed_7b/Branch_1/Conv2d_0a_1x1/Conv2D               Conv2D                                                                                                     [TensorShape([None, None, None, 576]), TensorShape([1, 1, 576, 192])]                                                                                 [TensorShape([None, None, None, 192])]                  False
                                                Inception/Mixed_7b/Branch_1/Conv2d_0a_1x1/BatchNorm/beta/read             Identity                                                                                                                                                      [TensorShape([192])]                                                                                                   [TensorShape([192])]                  False
                                         Inception/Mixed_7b/Branch_1/Conv2d_0a_1x1/BatchNorm/moving_mean/read             Identity                                                                                                                                                      [TensorShape([192])]                                                                                                   [TensorShape([192])]                  False
                                     Inception/Mixed_7b/Branch_1/Conv2d_0a_1x1/BatchNorm/moving_variance/read             Identity                                                                                                                                                      [TensorShape([192])]                                                                                                   [TensorShape([192])]                  False
                                 Inception/Inception/Mixed_7b/Branch_1/Conv2d_0a_1x1/BatchNorm/FusedBatchNorm       FusedBatchNorm                                                    [TensorShape([None, None, None, 192]), TensorShape([192]), TensorShape([192]), TensorShape([192]), TensorShape([192])] [TensorShape([None, None, None, 192]), TensorShape([192]), TensorShape([192]), TensorShape([192]), TensorShape([192])]                  False
                                                     Inception/Inception/Mixed_7b/Branch_1/Conv2d_0a_1x1/Relu                 Relu                                                                                                                                    [TensorShape([None, None, None, 192])]                                                                                 [TensorShape([None, None, None, 192])]                  False
                                                       Inception/Mixed_7b/Branch_1/Conv2d_0b_1x3/weights/read             Identity                                                                                                                                           [TensorShape([1, 3, 192, 192])]                                                                                        [TensorShape([1, 3, 192, 192])]                  False
                                                   Inception/Inception/Mixed_7b/Branch_1/Conv2d_0b_1x3/Conv2D               Conv2D                                                                                                     [TensorShape([None, None, None, 192]), TensorShape([1, 3, 192, 192])]                                                                                 [TensorShape([None, None, None, 192])]                  False
                                                Inception/Mixed_7b/Branch_1/Conv2d_0b_1x3/BatchNorm/beta/read             Identity                                                                                                                                                      [TensorShape([192])]                                                                                                   [TensorShape([192])]                  False
                                         Inception/Mixed_7b/Branch_1/Conv2d_0b_1x3/BatchNorm/moving_mean/read             Identity                                                                                                                                                      [TensorShape([192])]                                                                                                   [TensorShape([192])]                  False
                                     Inception/Mixed_7b/Branch_1/Conv2d_0b_1x3/BatchNorm/moving_variance/read             Identity                                                                                                                                                      [TensorShape([192])]                                                                                                   [TensorShape([192])]                  False
                                 Inception/Inception/Mixed_7b/Branch_1/Conv2d_0b_1x3/BatchNorm/FusedBatchNorm       FusedBatchNorm                                                    [TensorShape([None, None, None, 192]), TensorShape([192]), TensorShape([192]), TensorShape([192]), TensorShape([192])] [TensorShape([None, None, None, 192]), TensorShape([192]), TensorShape([192]), TensorShape([192]), TensorShape([192])]                  False
                                                     Inception/Inception/Mixed_7b/Branch_1/Conv2d_0b_1x3/Relu                 Relu                                                                                                                                    [TensorShape([None, None, None, 192])]                                                                                 [TensorShape([None, None, None, 192])]                  False
                                                       Inception/Mixed_7b/Branch_1/Conv2d_0b_3x1/weights/read             Identity                                                                                                                                           [TensorShape([3, 1, 192, 192])]                                                                                        [TensorShape([3, 1, 192, 192])]                  False
                                                   Inception/Inception/Mixed_7b/Branch_1/Conv2d_0b_3x1/Conv2D               Conv2D                                                                                                     [TensorShape([None, None, None, 192]), TensorShape([3, 1, 192, 192])]                                                                                 [TensorShape([None, None, None, 192])]                  False
                                                Inception/Mixed_7b/Branch_1/Conv2d_0b_3x1/BatchNorm/beta/read             Identity                                                                                                                                                      [TensorShape([192])]                                                                                                   [TensorShape([192])]                  False
                                         Inception/Mixed_7b/Branch_1/Conv2d_0b_3x1/BatchNorm/moving_mean/read             Identity                                                                                                                                                      [TensorShape([192])]                                                                                                   [TensorShape([192])]                  False
                                     Inception/Mixed_7b/Branch_1/Conv2d_0b_3x1/BatchNorm/moving_variance/read             Identity                                                                                                                                                      [TensorShape([192])]                                                                                                   [TensorShape([192])]                  False
                                 Inception/Inception/Mixed_7b/Branch_1/Conv2d_0b_3x1/BatchNorm/FusedBatchNorm       FusedBatchNorm                                                    [TensorShape([None, None, None, 192]), TensorShape([192]), TensorShape([192]), TensorShape([192]), TensorShape([192])] [TensorShape([None, None, None, 192]), TensorShape([192]), TensorShape([192]), TensorShape([192]), TensorShape([192])]                  False
                                                     Inception/Inception/Mixed_7b/Branch_1/Conv2d_0b_3x1/Relu                 Relu                                                                                                                                    [TensorShape([None, None, None, 192])]                                                                                 [TensorShape([None, None, None, 192])]                  False
                                                                 Inception/Inception/Mixed_7b/Branch_1/concat             ConcatV2                                                                             [TensorShape([None, None, None, 192]), TensorShape([None, None, None, 192]), TensorShape([])]                                                                                 [TensorShape([None, None, None, 384])]                  False
                                                       Inception/Mixed_7b/Branch_2/Conv2d_0a_1x1/weights/read             Identity                                                                                                                                           [TensorShape([1, 1, 576, 192])]                                                                                        [TensorShape([1, 1, 576, 192])]                  False
                                                   Inception/Inception/Mixed_7b/Branch_2/Conv2d_0a_1x1/Conv2D               Conv2D                                                                                                     [TensorShape([None, None, None, 576]), TensorShape([1, 1, 576, 192])]                                                                                 [TensorShape([None, None, None, 192])]                  False
                                                Inception/Mixed_7b/Branch_2/Conv2d_0a_1x1/BatchNorm/beta/read             Identity                                                                                                                                                      [TensorShape([192])]                                                                                                   [TensorShape([192])]                  False
                                         Inception/Mixed_7b/Branch_2/Conv2d_0a_1x1/BatchNorm/moving_mean/read             Identity                                                                                                                                                      [TensorShape([192])]                                                                                                   [TensorShape([192])]                  False
                                     Inception/Mixed_7b/Branch_2/Conv2d_0a_1x1/BatchNorm/moving_variance/read             Identity                                                                                                                                                      [TensorShape([192])]                                                                                                   [TensorShape([192])]                  False
                                 Inception/Inception/Mixed_7b/Branch_2/Conv2d_0a_1x1/BatchNorm/FusedBatchNorm       FusedBatchNorm                                                    [TensorShape([None, None, None, 192]), TensorShape([192]), TensorShape([192]), TensorShape([192]), TensorShape([192])] [TensorShape([None, None, None, 192]), TensorShape([192]), TensorShape([192]), TensorShape([192]), TensorShape([192])]                  False
                                                     Inception/Inception/Mixed_7b/Branch_2/Conv2d_0a_1x1/Relu                 Relu                                                                                                                                    [TensorShape([None, None, None, 192])]                                                                                 [TensorShape([None, None, None, 192])]                  False
                                                       Inception/Mixed_7b/Branch_2/Conv2d_0b_3x3/weights/read             Identity                                                                                                                                           [TensorShape([3, 3, 192, 192])]                                                                                        [TensorShape([3, 3, 192, 192])]                  False
                                                   Inception/Inception/Mixed_7b/Branch_2/Conv2d_0b_3x3/Conv2D               Conv2D                                                                                                     [TensorShape([None, None, None, 192]), TensorShape([3, 3, 192, 192])]                                                                                 [TensorShape([None, None, None, 192])]                  False
                                                Inception/Mixed_7b/Branch_2/Conv2d_0b_3x3/BatchNorm/beta/read             Identity                                                                                                                                                      [TensorShape([192])]                                                                                                   [TensorShape([192])]                  False
                                         Inception/Mixed_7b/Branch_2/Conv2d_0b_3x3/BatchNorm/moving_mean/read             Identity                                                                                                                                                      [TensorShape([192])]                                                                                                   [TensorShape([192])]                  False
                                     Inception/Mixed_7b/Branch_2/Conv2d_0b_3x3/BatchNorm/moving_variance/read             Identity                                                                                                                                                      [TensorShape([192])]                                                                                                   [TensorShape([192])]                  False
